"word","mRT","accuracy"
"Dominique",752.838709677419,0.911764705882353
"Don",697.53125,0.941176470588235
"Donald",694.766666666667,0.967741935483871
"Donna",657.375,0.96969696969697
"Doomsday",869.3125,0.96969696969697
"Doppler",802.1,0.909090909090909
"Doric",816.666666666667,0.176470588235294
"Doris",696.633333333333,0.9375
"Dorothy",655.241379310345,0.878787878787879
"Dostoevsky",891.111111111111,0.3
"Dostoevsky's",943.75,0.551724137931034
"Doug",736.757575757576,0.970588235294118
"Dover",709.3,0.882352941176471
"Draco",831.555555555556,0.5
"Draconian",885.3125,0.484848484848485
"Dublin",851.741935483871,0.885714285714286
"Dulles",782.1,0.294117647058824
"Dumas",837.176470588235,0.53125
"Dusseldorf",939.133333333333,0.46875
"Dutch",652.151515151515,1
"Dutchman",732.516129032258,0.96875
"Dylan",781.333333333333,0.909090909090909
"Easter",592,0.96969696969697
"Ecuador",862.925925925926,0.84375
"Eddie",635.205882352941,1
"Eddie's",716.064516129032,1
"Eden",653.41935483871,0.939393939393939
"Edgar",749.6875,0.941176470588235
"Edison",736.25,0.875
"Edison's",748.515151515152,0.970588235294118
"Edith",792.448275862069,0.852941176470588
"Edward",667.333333333333,0.909090909090909
"Edward's",719.8,0.967741935483871
"Egypt",604.78125,1
"Egyptian",707.121212121212,0.970588235294118
"Egyptians",680.818181818182,0.970588235294118
"Eileen",728.357142857143,0.823529411764706
"Eileen's",644.333333333333,0.882352941176471
"Einstein",742.4375,0.96969696969697
"Einstein's",743.48275862069,0.966666666666667
"Eisenhower",704.678571428571,0.903225806451613
"Eisenhower's",847.58064516129,0.96875
"Elaine",627.107142857143,0.823529411764706
"Elaine's",662.451612903226,0.96875
"Eleanor",695.838709677419,0.885714285714286
"Elijah",748.645161290323,0.939393939393939
"Elizabeth",722.962962962963,0.931034482758621
"Elizabethan",942.24,0.806451612903226
"Elizabethans",824.863636363636,0.758620689655172
"Ellen",675.357142857143,0.875
"Elliott",760.222222222222,0.9
"Elmer",725.142857142857,0.823529411764706
