"","word","mRT","acc"
"4865","conflicts",548.675675675676,0.973684210526316
"4866","confluence",705.4,0.769230769230769
"4867","confluent",753.533333333333,0.75
"4868","conform",649.243243243243,0.973684210526316
"4869","conformed",672.111111111111,0.947368421052632
"4870","conforms",620,0.85
"4871","confound",735.083333333333,0.972972972972973
"4872","confounds",749.677419354839,0.794871794871795
"4873","confront",606.210526315789,0.95
"4874","confronts",707.975,1
"4875","confuse",549.575,1
"4876","confused",562.95,1
"4877","conga",724.666666666667,0.72972972972973
"4878","congas",744.47619047619,0.538461538461538
"4879","congeal",675.903225806452,0.775
"4880","congealed",796.117647058824,0.894736842105263
"4881","congeals",765.6,0.75
"4882","conger",790.166666666667,0.157894736842105
"4883","congers",742.833333333333,0.3
"4884","congest",789.310344827586,0.763157894736842
"4885","congo",592.230769230769,0.975
"4886","congrats",641.939393939394,0.868421052631579
"4887","congress",651.315789473684,0.95
"4888","congruence",771.411764705882,0.918918918918919
"4889","congruent",714.352941176471,0.894736842105263
"4890","congruous",841.730769230769,0.702702702702703
"4891","conic",721.333333333333,0.162162162162162
"4892","conjoin",675.807692307692,0.684210526315789
"4893","conjoined",682.529411764706,0.894736842105263
"4894","conjoint",811.611111111111,0.45
"4895","conjunct",610.161290322581,0.794871794871795
"4896","conjuncts",654.035714285714,0.736842105263158
"4897","conjure",618.205128205128,0.975
"4898","conjured",600.131578947368,0.95
"4899","conjures",638.757575757576,0.891891891891892
"4900","conk",626.857142857143,0.552631578947368
"4901","conked",685.583333333333,0.615384615384615
"4902","conker",653.818181818182,0.846153846153846
"4903","conkers",644.354838709677,0.775
"4904","conks",697.684210526316,0.487179487179487
"4905","connect",518.675675675676,1
"4906","connects",569.025,1
"4907","conned",765.25,0.666666666666667
"4908","conning",759,0.459459459459459
"4909","connive",629.083333333333,0.3
"4910","connived",700,0.275
"4911","connives",692.181818181818,0.275
"4912","connote",745.416666666667,0.307692307692308
"4913","connotes",803.230769230769,0.351351351351351
"4914","conquer",666.342857142857,0.921052631578947
"4915","conquered",616.75,1
"4916","conquers",641.864864864865,0.973684210526316
"4917","conquest",577.810810810811,0.973684210526316
"4918","conquests",612.684210526316,1
"4919","cons",715.290322580645,0.775
"4920","conscience",596.552631578947,1
"4921","conscious",615.342105263158,1
"4922","conscript",703.290322580645,0.815789473684211
"4923","conscripts",620.485714285714,0.875
"4924","consent",572.85,1
"4925","consents",647.432432432432,0.973684210526316
"4926","conserve",596.25641025641,0.975
"4927","conserved",620.342857142857,0.921052631578947
"4928","conserves",627.105263157895,1
"4929","consign",641.269230769231,0.702702702702703
"4930","consigned",617.27027027027,0.925
"4931","consigns",764.470588235294,0.871794871794872
"4932","consist",585.351351351351,0.925
"4933","consists",551.512820512821,0.975
"4934","console",644.868421052632,1
"4935","consoled",642.131578947368,0.95
"4936","consoles",576.6,0.921052631578947
"4937","consols",725.464285714286,0.756756756756757
"4938","consort",642.088235294118,0.871794871794872
"4939","consorts",619.322580645161,0.815789473684211
"4940","constant",645.236842105263,1
"4941","constants",705.5,0.95
"4942","constrain",641.184210526316,1
"4943","constrained",692.194444444444,1
"4944","constrains",641.027027027027,0.925
"4945","constraint",618.447368421053,1
"4946","constraints",683.263157894737,1
"4947","constrict",627.815789473684,1
"4948","constricts",641.432432432432,0.948717948717949
"4949","construct",543.461538461538,0.975
"4950","constructs",641.75,1
"4951","construe",805.740740740741,0.710526315789474
"4952","construed",795.777777777778,0.710526315789474
"4953","construes",852.862068965517,0.763157894736842
"4954","consul",712.55,0.526315789473684
"4955","consuls",740.333333333333,0.394736842105263
"4956","consult",591.756756756757,0.973684210526316
"4957","consults",606.342105263158,1
"4958","consume",589.945945945946,1
"4959","consumed",639.026315789474,0.95
"4960","consumes",595.564102564103,0.975
"4961","contact",518.105263157895,1
"4962","contacts",572.083333333333,0.972972972972973
"4963","contain",591.15,1
"4964","contained",564.315789473684,0.95
"4965","contains",532.216216216216,0.973684210526316
"4966","contemn",690.75,0.1
"4967","contemned",764.166666666667,0.176470588235294
"4968","contempt",651.810810810811,0.973684210526316
"4969","contend",612.891891891892,0.925
"4970","contends",610.777777777778,0.9
"4971","content",536.777777777778,0.947368421052632
"4972","contents",568.325,1
"4973","contest",547.333333333333,0.975
"4974","contests",597.842105263158,1
"4975","context",597.948717948718,0.975
"4976","contexts",661.736842105263,0.974358974358974
"4977","contort",623.53125,0.82051282051282
"4978","contorts",772.16,0.657894736842105
"4979","contour",610.818181818182,0.916666666666667
"4980","contoured",790.46875,0.842105263157895
"4981","contours",673.243243243243,0.925
"4982","contract",571.75,1
"4983","contracts",628.078947368421,1
"4984","contrast",552.783783783784,0.973684210526316
"4985","contrasts",566.111111111111,0.972972972972973
"4986","contrite",769.5,0.6
"4987","contrive",627.6,0.810810810810811
"4988","contrived",723.125,0.842105263157895
"4989","contrives",727.575757575758,0.891891891891892
"4990","control",498.842105263158,1
"4991","controlled",598.078947368421,1
"4992","controls",589.769230769231,0.975
"4993","convene",722,0.717948717948718
"4994","convened",837.90625,0.82051282051282
"4995","convenes",749.636363636364,0.564102564102564
"4996","convent",662.289473684211,1
"4997","convents",794.121212121212,0.868421052631579
"4998","converge",583.333333333333,0.975
"4999","converged",645.540540540541,0.973684210526316
"5000","converse",576.615384615385,0.975
"5001","conversed",614.05,1
"5002","convert",605.564102564103,0.975
"5003","converts",560.631578947368,1
"5004","convex",638.966666666667,0.75
"5005","convey",677.361111111111,0.947368421052632
"5006","conveyed",667.657894736842,1
"5007","conveys",584.27027027027,0.973684210526316
"5008","convict",602.8,1
"5009","convicts",555.810810810811,0.973684210526316
"5010","convince",611.736842105263,1
"5011","convinced",599.605263157895,1
"5012","convoked",737,0.157894736842105
"5013","convoy",611.294117647059,0.894736842105263
"5014","convoys",680.5,0.864864864864865
"5015","convulse",693.764705882353,0.871794871794872
"5016","convulsed",714,0.8
"5017","coo",647.277777777778,0.473684210526316
"5018","cooed",740.681818181818,0.564102564102564
"5019","cooing",827.095238095238,0.583333333333333
"5020","cook",492.225,1
"5021","cookbook",658.5,0.864864864864865
"5022","cookbooks",662.6875,0.8
"5023","cooked",541.605263157895,1
"5024","cooker",667.756756756757,0.973684210526316
"5025","cookers",622.117647058824,0.918918918918919
"5026","cookhouse",903.666666666667,0.45
"5027","cookie",528.216216216216,0.973684210526316
"5028","cookies",548.526315789474,1
"5029","cooking",560.289473684211,1
"5030","cooks",557.914285714286,0.921052631578947
"5031","cool",498.921052631579,1
"5032","coolant",762,0.567567567567568
"5033","coolants",698.631578947368,0.475
"5034","cooled",588.25,0.947368421052632
"5035","cooler",548.575,1
"5036","coolers",721.909090909091,0.868421052631579
"5037","coolest",596.361111111111,0.947368421052632
"5038","coolie",786.9,0.25
"5039","coolies",696.583333333333,0.342857142857143
"5040","cooling",573.675675675676,0.973684210526316
"5041","coolly",805.791666666667,0.6
"5042","coolness",625.405405405405,0.948717948717949
"5043","cools",600.676470588235,0.894736842105263
"5044","coon",680.52,0.641025641025641
"5045","coons",729.526315789474,0.5
"5046","coop",709.148148148148,0.692307692307692
"5047","cooper",666.066666666667,0.789473684210526
"5048","coops",699.904761904762,0.525
"5049","coos",706.5625,0.4
"5050","coot",911.888888888889,0.486486486486487
"5051","coots",758.153846153846,0.351351351351351
"5052","cop",635,0.973684210526316
"5053","cope",585.971428571429,0.945945945945946
"5054","coped",655.212121212121,0.891891891891892
"5055","copes",690.966666666667,0.789473684210526
"5056","copied",546.948717948718,0.975
"5057","copier",724.548387096774,0.815789473684211
"5058","copiers",752.64,0.714285714285714
"5059","copies",571.5,0.918918918918919
"5060","coping",619,0.974358974358974
"5061","copings",619.095238095238,0.552631578947368
"5062","copious",729.606060606061,0.846153846153846
"5063","copped",760.32,0.675675675675676
"5064","copper",590.783783783784,0.973684210526316
"5065","coppered",704.846153846154,0.666666666666667
"5066","coppers",649.777777777778,0.923076923076923
"5067","coppice",852.181818181818,0.297297297297297
"5068","copping",763.294117647059,0.472222222222222
"5069","copra",670.375,0.2
"5070","cops",566.184210526316,0.95
"5071","copse",668.916666666667,0.315789473684211
"5072","copses",800.444444444444,0.45
"5073","copt",814,0.0526315789473684
"5074","coptic",800.166666666667,0.162162162162162
"5075","copts",1138,0.05
"5076","copy",534.72972972973,0.925
"5077","coquette",748.588235294118,0.459459459459459
"5078","coquettes",780,0.526315789473684
"5079","cor",710.25,0.1
"5080","coral",532.735294117647,0.918918918918919
"5081","corals",611.5,0.95
"5082","corbel",817,0.025
"5083","corbels",777,0.025
"5084","cord",611.472222222222,0.9
"5085","cordage",1081,0.0540540540540541
"5086","corded",727.478260869565,0.621621621621622
"5087","cordial",735.028571428571,0.972222222222222
"5088","cording",813,0.421052631578947
"5089","cordite",862.333333333333,0.315789473684211
"5090","cordon",742.5,0.324324324324324
"5091","cordons",809.1,0.5
"5092","cords",657.631578947368,1
"5093","core",533.875,1
"5094","cored",800.5,0.473684210526316
"5095","corer",767.333333333333,0.230769230769231
"5096","corers",851,0.128205128205128
"5097","cores",656.454545454545,0.846153846153846
"5098","corgi",770.52380952381,0.538461538461538
"5099","corgis",913.5,0.324324324324324
"5100","coring",648.153846153846,0.325
"5101","corinth",772,0.275
"5102","cork",507.225,1
"5103","corkage",683.8,0.394736842105263
"5104","corked",642.666666666667,0.947368421052632
"5105","corker",749.272727272727,0.825
"5106","corkers",762.428571428571,0.736842105263158
"5107","corking",686.352941176471,0.871794871794872
"5108","corks",598.315789473684,1
"5109","corkscrew",639.432432432432,0.925
"5110","corkscrews",670.194444444444,0.9
"5111","corm",810,0.0263157894736842
"5112","corms",913,0.0263157894736842
"5113","corn",549.025,1
"5114","corncob",715.666666666667,0.405405405405405
"5115","corncrake",867.4,0.125
"5116","corncrakes",620.875,0.216216216216216
"5117","cornea",680.484848484848,0.825
"5118","corneal",730.727272727273,0.282051282051282
"5119","corneas",786.36,0.675675675675676
"5120","corned",692.590909090909,0.594594594594595
"5121","corner",550.973684210526,1
"5122","cornered",638.425,1
"5123","corners",576.916666666667,0.947368421052632
"5124","cornet",666.966666666667,0.789473684210526
"5125","cornets",708.178571428571,0.756756756756757
"5126","cornfield",638.875,0.864864864864865
"5127","cornfields",717.111111111111,0.9
"5128","cornflake",588.702702702703,0.973684210526316
"5129","cornflakes",562.131578947368,1
"5130","cornice",682,0.342105263157895
"5131","corning",715.8,0.394736842105263
"5132","cornish",644.666666666667,0.975
"5133","corns",560.257142857143,0.921052631578947
"5134","cornwall",617,0.973684210526316
"5135","corny",612.435897435897,1
"5136","corps",689.645161290323,0.837837837837838
"5137","corpse",593.973684210526,0.95
"5138","corpses",653.289473684211,1
"5139","corpus",743.857142857143,0.7
"5140","corral",709.444444444444,0.45
"5141","corralled",822.916666666667,0.324324324324324
"5142","corrals",686.5,0.432432432432432
"5143","correct",540.710526315789,1
"5144","corrects",574.105263157895,0.95
"5145","corrie",838.642857142857,0.378378378378378
"5146","corries",810.4,0.131578947368421
"5147","corrode",675.354838709677,0.837837837837838
"5148","corrodes",690.333333333333,0.833333333333333
"5149","corrupt",584.675,1
"5150","corrupts",556.648648648649,1
"5151","corsage",619.857142857143,0.538461538461538
"5152","corsair",635.785714285714,0.358974358974359
"5153","corsairs",643.4,0.138888888888889
"5154","corse",657.9,0.5
"5155","corselet",634.333333333333,0.157894736842105
"5156","corset",574.236842105263,1
"5157","corsets",608.263157894737,1
"5158","cortege",818.705882352941,0.447368421052632
"5159","cortex",627.794117647059,0.894736842105263
"5160","corvette",664.785714285714,0.7
"5161","corvettes",758.25,0.7
"5162","cory",776.666666666667,0.15
"5163","cos",664.722222222222,0.45
"5164","cosh",730.923076923077,0.342105263157895
"5165","coshed",919.25,0.222222222222222
"5166","coshes",788.75,0.102564102564103
"5167","cosier",695.206896551724,0.763157894736842
"5168","cosies",842.210526315789,0.527777777777778
"5169","cosine",770.909090909091,0.55
"5170","cosines",787.555555555556,0.45
"5171","cosmic",574.815789473684,1
"5172","cosmos",632.540540540541,0.948717948717949
"5173","cosset",1024,0.131578947368421
"5174","cost",508.842105263158,0.95
"5175","costard",582.5,0.0512820512820513
"5176","costed",710.827586206897,0.725
"5177","coster",726.111111111111,0.461538461538462
"5178","costers",712.692307692308,0.40625
"5179","costing",646.384615384615,0.975
"5180","costings",652.529411764706,0.918918918918919
"5181","costive",429,0.025
"5182","costlier",832.722222222222,0.473684210526316
"5183","costly",563.078947368421,0.95
"5184","costs",553.567567567568,0.973684210526316
"5185","costume",530.648648648649,1
"5186","costumes",546.435897435897,0.975
"5187","cosy",544.472222222222,0.947368421052632
"5188","cot",629.111111111111,0.947368421052632
"5189","cote",708.636363636364,0.289473684210526
"5190","cotes",688.625,0.205128205128205
"5191","cots",689.058823529412,0.918918918918919
"5192","cottage",535.263157894737,1
"5193","cottar",784,0.0256410256410256
"5194","cottars",632,0.027027027027027
"5195","cotton",554.157894736842,1
"5196","couch",569.657894736842,1
"5197","couchant",1179,0.075
"5198","couched",705.875,0.648648648648649
"5199","couches",664.53125,0.82051282051282
"5200","couchette",777.666666666667,0.162162162162162
"5201","couching",748.428571428571,0.717948717948718
"5202","cougar",628.46875,0.8
"5203","cougars",751.935483870968,0.837837837837838
"5204","cough",552.236842105263,1
"5205","coughed",585.324324324324,0.973684210526316
"5206","coughing",581.225,1
"5207","coughs",555.210526315789,1
"5208","could",587.5,0.947368421052632
"5209","couldst",991,0.0789473684210526
"5210","coulter",610.8,0.125
"5211","coulters",1195,0.0857142857142857
"5212","council",573.179487179487,0.975
"5213","councils",630.973684210526,1
"5214","counsel",681.361111111111,0.972972972972973
"5215","counselled",647.972222222222,0.947368421052632
"5216","counselling",624.052631578947,1
"5217","counsels",604.685714285714,0.921052631578947
"5218","count",554.216216216216,1
"5219","countdown",552.216216216216,0.973684210526316
"5220","countdowns",698.405405405405,0.973684210526316
"5221","counted",528.131578947368,1
"5222","counter",547.694444444444,0.972972972972973
"5223","countered",632.975,1
"5224","counters",584.289473684211,1
"5225","countess",701.342857142857,0.921052631578947
"5226","counties",683.222222222222,0.923076923076923
"5227","counting",533.648648648649,1
"5228","countless",587.108108108108,0.973684210526316
"5229","countries",609.421052631579,1
"5230","country",590.641025641026,1
"5231","counts",557.684210526316,1
"5232","county",653.027027027027,0.948717948717949
"5233","coup",697.607142857143,0.736842105263158
"5234","coupe",837.379310344828,0.763157894736842
"5235","coupes",826.833333333333,0.648648648648649
"5236","couple",538.789473684211,1
"5237","coupled",558.846153846154,0.975
"5238","couples",545.175,1
"5239","couplet",633.545454545455,0.825
"5240","couplets",665.815789473684,0.95
"5241","coupling",633.157894736842,1
"5242","couplings",632.631578947368,0.95
"5243","coupon",541.421052631579,1
"5244","coupons",593.210526315789,1
"5245","coups",771.88,0.657894736842105
"5246","coupé",679.678571428571,0.7
"5247","coupés",769.5,0.615384615384615
"5248","courage",539.275,1
"5249","courgette",692.885714285714,0.921052631578947
"5250","courgettes",667.864864864865,0.973684210526316
"5251","courier",645.702702702703,0.973684210526316
"5252","couriers",729.028571428571,0.945945945945946
"5253","course",562.432432432432,0.973684210526316
"5254","coursed",745.807692307692,0.666666666666667
"5255","courser",883.789473684211,0.542857142857143
"5256","coursers",700.5,0.333333333333333
"5257","courses",593.378378378378,0.973684210526316
"5258","coursing",725.047619047619,0.552631578947368
"5259","court",528.578947368421,1
"5260","courted",652.026315789474,1
"5261","courteous",657.138888888889,0.972972972972973
"5262","courthouse",631.454545454545,0.891891891891892
"5263","courtier",724.59375,0.8
"5264","courtiers",718.909090909091,0.846153846153846
"5265","courting",627.052631578947,1
"5266","courtly",627.545454545455,0.825
"5267","courtroom",600.085714285714,0.921052631578947
"5268","courtrooms",677.72972972973,0.973684210526316
"5269","courts",554.763157894737,1
"5270","courtship",708.432432432432,0.973684210526316
"5271","courtships",695.714285714286,0.945945945945946
"5272","courtyard",533.942857142857,0.945945945945946
"5273","courtyards",629.820512820513,0.975
"5274","couscous",700.96875,0.82051282051282
"5275","cousin",619.868421052632,1
"5276","cousins",534.625,1
"5277","couth",813.6,0.27027027027027
"5278","couture",727.807692307692,0.684210526315789
"5279","cove",655.78125,0.864864864864865
"5280","coven",704.842105263158,0.475
"5281","covens",748.85,0.526315789473684
"5282","cover",574.125,1
"5283","covered",524.7,1
"5284","covers",613.918918918919,0.973684210526316
"5285","covert",598.352941176471,0.918918918918919
"5286","coverts",648.916666666667,0.923076923076923
"5287","coves",679.15625,0.842105263157895
"5288","covet",708,0.710526315789474
"5289","covets",632.666666666667,0.769230769230769
"5290","covey",536.142857142857,0.189189189189189
"5291","cow",512.205128205128,0.975
"5292","coward",567.351351351351,0.973684210526316
"5293","cowards",590.605263157895,1
"5294","cowbells",787.966666666667,0.810810810810811
"5295","cowboy",534.210526315789,0.95
"5296","cowboys",596.358974358974,0.975
"5297","cowed",649.590909090909,0.578947368421053
"5298","cower",834,0.540540540540541
"5299","cowered",762.181818181818,0.891891891891892
"5300","cowers",728.681818181818,0.578947368421053
"5301","cowgirl",713.861111111111,0.947368421052632
"5302","cowgirls",682.142857142857,0.921052631578947
"5303","cowherd",732.588235294118,0.425
"5304","cowherds",702.4,0.27027027027027
"5305","cowhide",789.7,0.540540540540541
"5306","cowl",670.210526315789,0.487179487179487
"5307","cowled",719.9375,0.432432432432432
"5308","cowling",676.3125,0.432432432432432
"5309","cowlings",717.222222222222,0.243243243243243
"5310","cowls",651.15,0.526315789473684
"5311","cowman",851.9,0.25
"5312","cowpat",751.111111111111,0.675
"5313","cowpox",829.5,0.256410256410256
"5314","cowrie",1118.5,0.0540540540540541
"5315","cowries",863.333333333333,0.075
"5316","cows",544.487179487179,0.975
"5317","cowshed",765.913043478261,0.621621621621622
"5318","cowsheds",698.96,0.675675675675676
"5319","cowslip",600.166666666667,0.45
"5320","cowslips",669.52380952381,0.525
"5321","cox",641.5625,0.8
"5322","coxcomb",735.375,0.210526315789474
"5323","coxed",784.5625,0.4
"5324","coxes",656.866666666667,0.394736842105263
"5325","coxing",721.714285714286,0.538461538461538
"5326","coxswain",643,0.1
"5327","coy",622.033333333333,0.810810810810811
"5328","coyly",798.888888888889,0.45
"5329","coyness",805.166666666667,0.648648648648649
"5330","coypu",690,0.05
"5331","crab",518.184210526316,1
"5332","crabbed",786.793103448276,0.725
"5333","crabbing",658.964285714286,0.7
"5334","crabby",771.533333333333,0.769230769230769
"5335","crabgrass",955.2,0.135135135135135
"5336","crabs",564.525,1
"5337","crabwise",776,0.15
"5338","crack",519.657894736842,1
"5339","crackdown",607.378378378378,0.925
"5340","crackdowns",807.958333333333,0.631578947368421
"5341","cracked",582.102564102564,0.975
"5342","cracker",610.684210526316,0.974358974358974
"5343","crackers",628.575,1
"5344","cracking",630.026315789474,1
"5345","crackle",602,0.975
"5346","crackled",603.527777777778,0.9
"5347","crackles",648.611111111111,0.923076923076923
"5348","crackling",593.085714285714,0.972222222222222
"5349","crackpot",661.212121212121,0.868421052631579
"5350","crackpots",706.527777777778,0.9
"5351","cracks",545.45,1
"5352","cracksman",643.125,0.210526315789474
"5353","cradle",588.486486486486,0.925
"5354","cradled",661.358974358974,0.975
"5355","cradles",680.405405405405,0.973684210526316
"5356","craft",575.162162162162,0.973684210526316
"5357","crafted",598.194444444444,0.947368421052632
"5358","craftier",674.666666666667,0.972972972972973
"5359","crafting",658.973684210526,1
"5360","crafts",605.052631578947,1
"5361","craftsman",617.641025641026,0.975
"5362","craftsmen",644.243243243243,1
"5363","crafty",607.166666666667,0.947368421052632
"5364","crag",823.333333333333,0.394736842105263
"5365","cragged",764.285714285714,0.525
"5366","craggy",672.423076923077,0.684210526315789
"5367","crags",751.263157894737,0.475
"5368","cragsmen",649.75,0.1
"5369","crake",611.777777777778,0.230769230769231
"5370","crakes",810.111111111111,0.236842105263158
"5371","cram",693.352941176471,0.894736842105263
"5372","crammed",638.282051282051,1
"5373","crammer",685.434782608696,0.58974358974359
"5374","crammers",699.333333333333,0.525
"5375","cramming",686.057142857143,0.921052631578947
"5376","cramp",576.972972972973,0.925
"5377","cramped",646.555555555556,0.923076923076923
"5378","cramping",651.90625,0.8
"5379","crampon",893,0.325
"5380","crampons",786.111111111111,0.236842105263158
"5381","cramps",611.552631578947,1
"5382","crams",715.142857142857,0.777777777777778
"5383","crane",634.4,0.945945945945946
"5384","craned",807.444444444444,0.710526315789474
"5385","cranes",611.216216216216,0.925
"5386","crania",1017.4,0.128205128205128
"5387","cranial",734.107142857143,0.7
"5388","craning",732.48,0.657894736842105
"5389","cranium",657.416666666667,0.9
"5390","crank",620.297297297297,0.973684210526316
"5391","cranked",613,0.975
"5392","cranking",700.828571428571,0.921052631578947
"5393","cranks",688,0.925
"5394","crankshaft",858.142857142857,0.552631578947368
"5395","crankshafts",891.625,0.444444444444444
"5396","cranky",676.108108108108,0.925
"5397","crannies",772.5625,0.421052631578947
"5398","cranny",731.333333333333,0.461538461538462
"5399","crap",532.459459459459,1
"5400","crape",871.571428571429,0.189189189189189
"5401","crapes",703.2,0.256410256410256
"5402","crapped",700.033333333333,0.75
"5403","crapping",779.892857142857,0.736842105263158
"5404","crappy",550.236842105263,0.95
"5405","craps",671.259259259259,0.771428571428571
"5406","crash",497.184210526316,1
"5407","crashed",632.526315789474,1
"5408","crashes",595.361111111111,0.972972972972973
"5409","crashing",572.842105263158,1
"5410","crass",756.882352941176,0.425
"5411","crassly",782.833333333333,0.15
"5412","crassness",700.222222222222,0.25
"5413","crate",587.314285714286,0.945945945945946
"5414","crated",731.576923076923,0.65
"5415","crater",640.71875,0.842105263157895
"5416","craters",645.290322580645,0.815789473684211
"5417","crates",696.891891891892,0.973684210526316
"5418","cravat",758.066666666667,0.769230769230769
"5419","cravats",780.391304347826,0.605263157894737
"5420","crave",626.27027027027,0.973684210526316
"5421","craved",653.27027027027,0.973684210526316
"5422","craven",669.88,0.694444444444444
"5423","cravens",637.666666666667,0.525
"5424","craves",645.264705882353,0.871794871794872
"5425","craving",609.846153846154,0.975
"5426","cravings",553.914285714286,0.921052631578947
"5427","crawfish",737.277777777778,0.5
"5428","crawl",519.236842105263,1
"5429","crawled",656.3,1
"5430","crawler",659.605263157895,0.95
"5431","crawlers",683.117647058824,0.944444444444444
"5432","crawling",627.189189189189,0.925
"5433","crawls",598.710526315789,1
"5434","crayfish",684.542857142857,0.875
"5435","crayon",543.916666666667,0.923076923076923
"5436","crayoned",708.038461538462,0.684210526315789
"5437","crayons",565.973684210526,1
"5438","craze",598.558823529412,0.918918918918919
"5439","crazed",600.552631578947,0.95
"5440","crazes",705.810810810811,0.973684210526316
"5441","crazier",617.171428571429,0.945945945945946
"5442","crazing",593.083333333333,0.6
"5443","crazy",522.051282051282,0.975
"5444","creak",599.588235294118,0.85
"5445","creaked",636.970588235294,0.894736842105263
"5446","creaking",654.617647058824,0.894736842105263
"5447","creaks",623.162162162162,0.925
"5448","creaky",677.108108108108,0.948717948717949
"5449","cream",527.179487179487,0.975
"5450","creamed",597.947368421053,0.95
"5451","creamer",753.085714285714,0.875
"5452","creamier",656.756756756757,0.973684210526316
"5453","creaming",699.566666666667,0.833333333333333
"5454","creams",574.771428571429,0.945945945945946
"5455","creamy",558.512820512821,0.975
"5456","crease",591.078947368421,0.974358974358974
"5457","creased",632.076923076923,0.975
"5458","creases",640.763157894737,0.974358974358974
"5459","creasing",754.15625,0.864864864864865
"5460","create",599.944444444444,0.972972972972973
"5461","creates",592.72972972973,0.973684210526316
"5462","creature",555.051282051282,0.975
"5463","creatures",543.526315789474,0.974358974358974
"5464","creche",698.5,0.736842105263158
"5465","credence",930.333333333333,0.315789473684211
"5466","credit",614.055555555556,0.947368421052632
"5467","credits",523.076923076923,0.975
"5468","credo",732,0.2
"5469","credos",777.875,0.2
"5470","creed",649.605263157895,0.95
"5471","creeds",716.545454545455,0.578947368421053
"5472","creek",601.324324324324,0.973684210526316
"5473","creeks",641.588235294118,0.85
"5474","creel",533.555555555556,0.225
"5475","creels",680.5,0.102564102564103
"5476","creep",547.175,1
"5477","creeper",653.375,0.842105263157895
"5478","creepers",656.138888888889,0.972972972972973
"5479","creeping",581.944444444444,0.972972972972973
"5480","creeps",539.810810810811,0.925
"5481","creepy",564.948717948718,0.975
"5482","creole",731.421052631579,0.5
"5483","creoles",788.888888888889,0.473684210526316
"5484","creosote",802.133333333333,0.394736842105263
"5485","crepe",714.21875,0.8
"5486","crepes",685.4,0.897435897435897
"5487","crept",635.378378378378,0.973684210526316
"5488","crescent",642.184210526316,1
"5489","crescents",650.027777777778,0.9
"5490","cress",682.5,0.75
"5491","crest",584.787878787879,0.891891891891892
"5492","crested",646.037037037037,0.771428571428571
"5493","cresting",703.608695652174,0.58974358974359
"5494","crests",647.882352941176,0.918918918918919
"5495","cretin",744.724137931035,0.743589743589744
"5496","cretins",759.677419354839,0.775
"5497","crevasse",900.555555555556,0.473684210526316
"5498","crevice",716.321428571429,0.717948717948718
"5499","crew",518.157894736842,1
"5500","crewed",687.08,0.625
"5501","crewing",669.55,0.540540540540541
"5502","crewman",704.9375,0.8
"5503","crewmen",802.708333333333,0.631578947368421
"5504","crews",619.421052631579,0.974358974358974
"5505","crib",578.914285714286,0.921052631578947
"5506","cribbage",763.636363636364,0.564102564102564
"5507","cribbed",733.681818181818,0.578947368421053
"5508","cribbing",725.444444444444,0.486486486486487
"5509","cribs",658,0.9
"5510","crick",661.833333333333,0.461538461538462
"5511","cricked",786.9375,0.41025641025641
"5512","cricket",530.2,1
"5513","crickets",571.921052631579,1
"5514","cricks",787.142857142857,0.388888888888889
"5515","cried",511.575,1
"5516","crier",701.294117647059,0.894736842105263
"5517","criers",711.448275862069,0.743589743589744
"5518","cries",587.842105263158,0.95
"5519","crikey",674.225806451613,0.837837837837838
"5520","crime",509.342105263158,1
"5521","crimed",783.125,0.205128205128205
"5522","crimes",552.153846153846,0.975
"5523","crimp",744.333333333333,0.631578947368421
"5524","crimped",695.875,0.648648648648649
"5525","crimping",779.148148148148,0.710526315789474
"5526","crimplene",827,0.0810810810810811
"5527","crimps",748.75,0.526315789473684
"5528","crimson",643.942857142857,0.921052631578947
"5529","cringe",632.076923076923,0.975
"5530","cringed",656.648648648649,0.948717948717949
"5531","cringes",628.358974358974,0.975
"5532","cringing",752.057142857143,0.897435897435897
"5533","crinkle",650.657894736842,1
"5534","crinkled",728.542857142857,0.921052631578947
"5535","crinkles",608.323529411765,0.894736842105263
"5536","crinkling",809.064516129032,0.775
"5537","crinkly",679.266666666667,0.833333333333333
"5538","crinoid",862.333333333333,0.0789473684210526
"5539","crinoids",746.5,0.0526315789473684
"5540","cripes",686,0.384615384615385
"5541","cripple",583.243243243243,0.973684210526316
"5542","crippled",596.871794871795,0.975
"5543","cripples",640.135135135135,0.973684210526316
"5544","crippling",616.525,1
"5545","crises",682.24,0.625
"5546","crisis",646.315789473684,0.95
"5547","crisp",579.631578947368,1
"5548","crisped",722.441176470588,0.85
"5549","crisper",751.424242424242,0.868421052631579
"5550","crisping",695.64,0.714285714285714
"5551","crisply",599.911764705882,0.85
"5552","crispness",698.892857142857,0.756756756756757
"5553","crisps",535.128205128205,0.975
"5554","crispy",590.974358974359,0.975
"5555","crisscross",821.777777777778,0.675
"5556","crisscrossed",909.791666666667,0.631578947368421
"5557","critic",590.277777777778,0.923076923076923
"5558","critics",577.447368421053,0.974358974358974
"5559","critique",589.27027027027,0.948717948717949
"5560","critiques",719.837837837838,0.973684210526316
"5561","critter",730.129032258065,0.837837837837838
"5562","critters",681.413793103448,0.763157894736842
"5563","croak",619.057142857143,0.875
"5564","croaked",607,0.921052631578947
"5565","croaking",710.371428571429,0.945945945945946
"5566","croaks",670.421052631579,0.95
"5567","crochet",731.393939393939,0.825
"5568","crocheted",803.041666666667,0.648648648648649
"5569","crock",730.304347826087,0.58974358974359
"5570","crocked",846.272727272727,0.55
